treated_nsn,outcome,att,placebo_se,ci_lo,ci_hi,asymp_p,empirical_p,pre_rmspe,weight_hhi,n_balanced_pool,n_active,n_pre_eys,n_post_eys,n_placebo_used,wall_sec,error
3990015742050,domestic_share,-0.231023751876991,0.0808027738905641,-0.389397188702497,-0.0726503150514857,0.0042483586708455,0.02,0.000920483036263313,0.00847525150531559,11770,224,5,3,200,4952.42035007477,NA
3990015742050,max_log_unit_price,-0.22048198015678,0.331958419694873,-0.871120482758731,0.430156522445171,0.506571571152222,0.27,0.000490407916197706,0.000573086745562023,14569,3858,5,3,200,6304.92496991158,NA
3990015742050,mean_offers,-0.13496105760767,1.64867341955762,-3.3663609599406,3.09643884472526,0.934757728782638,0.76,0.00710277159158289,0.000769352971146883,2556,1969,5,3,200,645.060174942017,NA
4240015387970,domestic_share,-1.00026668263552,0.122057106394575,-1.23949861116889,-0.761034754102155,2.22044604925031e-16,0.005,2.14015797878692e-6,0.00011886652801027,23847,8883,4,1,200,9162.56278395653,NA
4240015387970,max_log_unit_price,1.8053543073411,0.364831011937108,1.09028552394437,2.52042309073783,7.48001800943143e-7,0.005,8.00688813645245e-6,0.00013708945516853,25351,8089,4,1,200,10888.0598812103,NA
4240015387970,mean_offers,8.5887729961934,2.10720745030192,4.45864639360163,12.7188995987852,0.000045836140331712,0.01,0.047826861969269,0.0118367167551467,7305,171,4,1,200,3215.61966395378,NA
4510015272274,domestic_share,0.0727097097881174,0.120062131365715,-0.162612067688684,0.308031487264919,0.544779942990558,0.08,0.000405165140672331,0.00530696210494553,13597,1229,4,3,200,5285.45339202881,NA
4510015272274,max_log_unit_price,0.067732947103031,0.346174036155164,-0.61076816376109,0.746234057967152,0.844875084423101,0.71,0.0000491693738167923,0.00011472903060888,16274,9105,4,3,200,5793.38636994362,NA
4510015272274,mean_offers,-4.63563515283765,1.80725780961343,-8.17786045967997,-1.09340984599532,0.0103172700080429,0.025,0.0125213787678646,0.00134073873088571,3237,1297,4,3,200,657.793392181396,NA
8150014633177,domestic_share,-0.260249098900127,0.0781214144358777,-0.413367071194447,-0.107131126605807,0.000864285468237913,0.03,0.00631038204858303,0.0268228235635661,14051,61,5,3,200,3945.72104120255,NA
8150014633177,max_log_unit_price,-0.154754153674977,0.267458336314578,-0.67897249285155,0.369464185501596,0.562852139435444,0.375,0.000495992241776069,0.000571424453453732,15550,3563,5,3,200,2667.50461697578,NA
8150014633177,mean_offers,-0.445537155493196,1.70396780085323,-3.78531404516553,2.89423973417913,0.79372976724292,0.555,0.0176749242619252,0.00092199342488877,2976,1766,5,3,200,891.594337940216,NA
8150014638553,domestic_share,-0.57911534420024,0.0638640953829318,-0.704288971150786,-0.453941717249693,0.0,0.0,0.000501605209816876,0.00630151675475862,7440,352,5,4,200,2813.91057801247,NA
8150014638553,max_log_unit_price,-0.171879614051753,0.374945125402864,-0.906772059841367,0.563012831737861,0.646655956229609,0.375,0.00102895165799412,0.000844963923747055,11586,3041,5,4,200,4564.15629601479,NA
8150014638553,mean_offers,0.0326643265305976,1.74003976714249,-3.37781361706868,3.44314227012988,0.985022853100545,0.905,0.23812998315185,0.022313054545287,1695,140,5,4,200,548.587513923645,NA
8150014638555,domestic_share,-0.209996906768267,0.0739462458558306,-0.354931548645695,-0.0650622648908389,0.00451334879855492,0.035,0.010375067850523,0.0388704003162466,13728,40,5,3,200,5917.63186502457,NA
8150014638555,max_log_unit_price,-0.153715278935754,0.305908132797652,-0.753295219219153,0.445864661347645,0.615324031395831,0.415,0.000564489361369833,0.000549431741456366,15525,3659,5,3,200,6511.25059890747,NA
8150014638555,mean_offers,-0.959588604100918,1.55865570785619,-4.01455379149905,2.09537658329721,0.538124604584759,0.325,0.0186566544574926,0.00104161913222276,3133,1785,5,3,200,1037.01954007149,NA
8150014813740,domestic_share,-0.313462426742959,0.0614761136002259,-0.433955609399402,-0.192969244086516,3.41578043405733e-7,0.01,0.0190620373752042,0.0688630773223578,15861,35,4,2,200,6055.09019684792,NA
8150014813740,max_log_unit_price,0.24485029315997,0.384519607256094,-0.508808137061975,0.998508723381915,0.524275105586773,0.18,0.000241214094895047,0.000304143721041958,19029,5392,4,2,200,7355.66238307953,NA
8150014813740,mean_offers,0.674247533623659,1.8647506866456,-2.98066381220172,4.32915887944904,0.717669527608367,0.44,0.00045021765093067,0.000241572288885837,4330,4325,4,2,200,1497.5189230442,NA
8150014813741,domestic_share,-0.294545763983701,0.0928397607737248,-0.476511695100202,-0.1125798328672,0.00151067411287809,0.025,0.00732221461426819,0.0334314227612023,13906,42,5,3,200,6426.43385910988,NA
8150014813741,max_log_unit_price,-0.0972137996111853,0.408413924982971,-0.897705092577809,0.703277493355438,0.811859662460444,0.635,0.000695384410988674,0.000645131834417528,15511,3183,5,3,200,6556.66354990005,NA
8150014813741,mean_offers,0.00909166819129709,2.13701468112382,-4.17945710681139,4.19764044319398,0.996605507737953,0.99,0.00593590793233476,0.000481094415890979,2928,2398,5,3,200,766.226574897766,NA
8150014839115,domestic_share,-0.381978429955206,0.0727533613515366,-0.524575018204218,-0.239381841706194,1.51835189754479e-7,0.015,0.00959543931104777,0.0413526605640439,12203,34,5,3,200,4856.48956203461,NA
8150014839115,max_log_unit_price,-0.112576166685429,0.411486662564547,-0.919090025311941,0.693937691941083,0.784404331947349,0.51,0.000653454945979447,0.000633125150528563,14744,3767,5,3,200,6568.25852608681,NA
8150014839115,mean_offers,0.902021017915428,1.47264406414052,-1.98436134779998,3.78840338363084,0.540195083098626,0.38,0.0267291974765678,0.0031936609234738,2615,659,5,3,200,752.707382917404,NA
8150014839121,domestic_share,-1.00088818543983,0.116312854179051,-1.22886137963077,-0.772914991248895,0.0,0.0,6.63158087558308e-7,0.000125818796737202,26578,8612,4,1,200,10552.8885860443,NA
8150014839121,max_log_unit_price,0.186832969670664,0.43625587957181,-0.668228554290083,1.04189449363141,0.668458455624793,0.23,0.000134505229313807,0.000288494975400612,27421,4941,4,1,200,11123.6107878685,NA
8150014839121,mean_offers,1.03792412613079,2.34649883555038,-3.56121359154796,5.63706184380954,0.658251258733247,0.335,0.00191398048246244,0.000445839596028584,8604,4142,4,1,200,3436.81399583817,NA
8150014839123,domestic_share,-0.685283651052523,0.0973907187421123,-0.876169459787063,-0.494397842317983,1.97220018094413e-12,0.005,0.00496086840355375,0.0495151795065851,7778,35,5,4,200,2888.60374093056,NA
8150014839123,max_log_unit_price,-0.0362901152849193,0.305603319402143,-0.63527262131312,0.562692390743281,0.905474145533985,0.87,0.000628416954618415,0.000474837978986085,8815,4520,5,4,200,3565.39683485031,NA
8150014839123,mean_offers,0.883843403349569,1.88587377808872,-2.81246920170431,4.58015600840345,0.639308968256414,0.365,0.00865430979899902,0.000938036881756798,1224,1088,5,4,200,396.473943948746,NA
